pais,indicador,anio,valor
AUS,SH.XPD.CHEX.PC.CD,2006,3194.03076172
AUS,SH.XPD.CHEX.PC.CD,2005,3014.10473633
AUS,SH.XPD.CHEX.PC.CD,2004,2760.83081055
AUS,SH.XPD.CHEX.PC.CD,2003,2240.74609375
AUS,SH.XPD.CHEX.PC.CD,2002,1763.69567871
AUS,SH.XPD.CHEX.PC.CD,2001,1559.82128906
AUS,SH.XPD.CHEX.PC.CD,2000,1636.52856445
RUS,SH.XPD.CHEX.PC.CD,2021,936.0
RUS,SH.XPD.CHEX.PC.CD,2020,771.0
RUS,SH.XPD.CHEX.PC.CD,2019,654.0
RUS,SH.XPD.CHEX.PC.CD,2018,609.0
RUS,SH.XPD.CHEX.PC.CD,2017,580.0
RUS,SH.XPD.CHEX.PC.CD,2016,465.0
RUS,SH.XPD.CHEX.PC.CD,2015,499.0
RUS,SH.XPD.CHEX.PC.CD,2014,740.0
RUS,SH.XPD.CHEX.PC.CD,2013,809.0
RUS,SH.XPD.CHEX.PC.CD,2012,759.0
RUS,SH.XPD.CHEX.PC.CD,2011,684.0
RUS,SH.XPD.CHEX.PC.CD,2010,567.0
RUS,SH.XPD.CHEX.PC.CD,2009,516.0
RUS,SH.XPD.CHEX.PC.CD,2008,610.0
RUS,SH.XPD.CHEX.PC.CD,2007,462.0
RUS,SH.XPD.CHEX.PC.CD,2006,353.0
RUS,SH.XPD.CHEX.PC.CD,2005,272.0
RUS,SH.XPD.CHEX.PC.CD,2004,209.0
RUS,SH.XPD.CHEX.PC.CD,2003,164.0
RUS,SH.XPD.CHEX.PC.CD,2002,140.0
RUS,SH.XPD.CHEX.PC.CD,2001,118.0
RUS,SH.XPD.CHEX.PC.CD,2000,95.0
ZAF,SH.XPD.CHEX.PC.CD,2021,583.67108154
ZAF,SH.XPD.CHEX.PC.CD,2020,492.20724487
ZAF,SH.XPD.CHEX.PC.CD,2019,551.4352417
ZAF,SH.XPD.CHEX.PC.CD,2018,570.09777832
ZAF,SH.XPD.CHEX.PC.CD,2017,536.77722168
ZAF,SH.XPD.CHEX.PC.CD,2016,463.34463501
ZAF,SH.XPD.CHEX.PC.CD,2015,499.36334229
ZAF,SH.XPD.CHEX.PC.CD,2014,547.83441162
ZAF,SH.XPD.CHEX.PC.CD,2013,602.6763916
ZAF,SH.XPD.CHEX.PC.CD,2012,654.25469971
ZAF,SH.XPD.CHEX.PC.CD,2011,694.10058594
ZAF,SH.XPD.CHEX.PC.CD,2010,628.12860107
ZAF,SH.XPD.CHEX.PC.CD,2009,492.94265747
ZAF,SH.XPD.CHEX.PC.CD,2008,446.90435791
ZAF,SH.XPD.CHEX.PC.CD,2007,460.02288818
ZAF,SH.XPD.CHEX.PC.CD,2006,422.18884277
ZAF,SH.XPD.CHEX.PC.CD,2005,404.39968872
ZAF,SH.XPD.CHEX.PC.CD,2004,365.53488159
ZAF,SH.XPD.CHEX.PC.CD,2003,288.37631226
ZAF,SH.XPD.CHEX.PC.CD,2002,180.86155701
ZAF,SH.XPD.CHEX.PC.CD,2001,204.25814819
ZAF,SH.XPD.CHEX.PC.CD,2000,237.82832336
EGY,SH.XPD.CHEX.PC.CD,2021,179.68119812
EGY,SH.XPD.CHEX.PC.CD,2020,150.90655518
EGY,SH.XPD.CHEX.PC.CD,2019,145.31028748
EGY,SH.XPD.CHEX.PC.CD,2018,120.22325897
EGY,SH.XPD.CHEX.PC.CD,2017,107.98847961
EGY,SH.XPD.CHEX.PC.CD,2016,145.2776947
EGY,SH.XPD.CHEX.PC.CD,2015,173.5194397
EGY,SH.XPD.CHEX.PC.CD,2014,158.20581055
EGY,SH.XPD.CHEX.PC.CD,2013,142.59768677
EGY,SH.XPD.CHEX.PC.CD,2012,142.75941467
EGY,SH.XPD.CHEX.PC.CD,2011,118.69612122
EGY,SH.XPD.CHEX.PC.CD,2010,107.41892242
EGY,SH.XPD.CHEX.PC.CD,2009,101.21813965
EGY,SH.XPD.CHEX.PC.CD,2008,92.32979584
EGY,SH.XPD.CHEX.PC.CD,2007,75.12869263
EGY,SH.XPD.CHEX.PC.CD,2006,68.03048706
EGY,SH.XPD.CHEX.PC.CD,2005,60.99180603
EGY,SH.XPD.CHEX.PC.CD,2004,51.60012436
EGY,SH.XPD.CHEX.PC.CD,2003,51.60063553
EGY,SH.XPD.CHEX.PC.CD,2002,65.58682251
EGY,SH.XPD.CHEX.PC.CD,2001,70.36794281
EGY,SH.XPD.CHEX.PC.CD,2000,71.03570557
IDN,SH.XPD.CHEX.PC.CD,2021,160.64176941
IDN,SH.XPD.CHEX.PC.CD,2020,133.25634766
IDN,SH.XPD.CHEX.PC.CD,2019,119.4984436
IDN,SH.XPD.CHEX.PC.CD,2018,111.91187286
IDN,SH.XPD.CHEX.PC.CD,2017,111.51396179
IDN,SH.XPD.CHEX.PC.CD,2016,107.52870941
IDN,SH.XPD.CHEX.PC.CD,2015,97.16175842
IDN,SH.XPD.CHEX.PC.CD,2014,103.05883789
IDN,SH.XPD.CHEX.PC.CD,2013,103.37931824
IDN,SH.XPD.CHEX.PC.CD,2012,106.90163422
IDN,SH.XPD.CHEX.PC.CD,2011,108.03186035
IDN,SH.XPD.CHEX.PC.CD,2010,86.36213684
IDN,SH.XPD.CHEX.PC.CD,2009,62.98189545
IDN,SH.XPD.CHEX.PC.CD,2008,59.79582214
IDN,SH.XPD.CHEX.PC.CD,2007,56.52228165
IDN,SH.XPD.CHEX.PC.CD,2006,44.80917358
IDN,SH.XPD.CHEX.PC.CD,2005,34.40548706
IDN,SH.XPD.CHEX.PC.CD,2004,26.21132469
IDN,SH.XPD.CHEX.PC.CD,2003,25.73569489
IDN,SH.XPD.CHEX.PC.CD,2002,19.14863396
IDN,SH.XPD.CHEX.PC.CD,2001,17.0277462
IDN,SH.XPD.CHEX.PC.CD,2000,15.53566933
TUR,SH.XPD.CHEX.PC.CD,2021,441.0
TUR,SH.XPD.CHEX.PC.CD,2020,395.0
TUR,SH.XPD.CHEX.PC.CD,2019,397.0
TUR,SH.XPD.CHEX.PC.CD,2018,388.0
TUR,SH.XPD.CHEX.PC.CD,2017,437.0
TUR,SH.XPD.CHEX.PC.CD,2016,460.0
TUR,SH.XPD.CHEX.PC.CD,2015,447.0
TUR,SH.XPD.CHEX.PC.CD,2014,520.0
TUR,SH.XPD.CHEX.PC.CD,2013,547.0
TUR,SH.XPD.CHEX.PC.CD,2012,520.0
TUR,SH.XPD.CHEX.PC.CD,2011,526.0
TUR,SH.XPD.CHEX.PC.CD,2010,533.0
TUR,SH.XPD.CHEX.PC.CD,2009,494.0
TUR,SH.XPD.CHEX.PC.CD,2008,564.0
TUR,SH.XPD.CHEX.PC.CD,2007,506.0
TUR,SH.XPD.CHEX.PC.CD,2006,412.0
TUR,SH.XPD.CHEX.PC.CD,2005,361.0
TUR,SH.XPD.CHEX.PC.CD,2004,296.0
TUR,SH.XPD.CHEX.PC.CD,2003,236.0
TUR,SH.XPD.CHEX.PC.CD,2002,184.0
TUR,SH.XPD.CHEX.PC.CD,2001,152.0
TUR,SH.XPD.CHEX.PC.CD,2000,197.0
KOR,SH.XPD.CHEX.PC.CD,2022,3123.94702148
KOR,SH.XPD.CHEX.PC.CD,2021,3260.44873047
KOR,SH.XPD.CHEX.PC.CD,2020,2648.22412109
KOR,SH.XPD.CHEX.PC.CD,2019,2605.9934082
KOR,SH.XPD.CHEX.PC.CD,2018,2501.13964844
KOR,SH.XPD.CHEX.PC.CD,2017,2220.56420898
KOR,SH.XPD.CHEX.PC.CD,2016,2008.0982666
KOR,SH.XPD.CHEX.PC.CD,2015,1894.34753418
KOR,SH.XPD.CHEX.PC.CD,2014,1880.4420166
KOR,SH.XPD.CHEX.PC.CD,2013,1682.76391602
KOR,SH.XPD.CHEX.PC.CD,2012,1553.32824707
KOR,SH.XPD.CHEX.PC.CD,2011,1507.55664063
KOR,SH.XPD.CHEX.PC.CD,2010,1363.56091309
KOR,SH.XPD.CHEX.PC.CD,2009,1099.13916016
KOR,SH.XPD.CHEX.PC.CD,2008,1137.20910645
KOR,SH.XPD.CHEX.PC.CD,2007,1204.76379395
KOR,SH.XPD.CHEX.PC.CD,2006,1062.19836426
KOR,SH.XPD.CHEX.PC.CD,2005,887.69561768
KOR,SH.XPD.CHEX.PC.CD,2004,708.57940674
KOR,SH.XPD.CHEX.PC.CD,2003,633.09393311
KOR,SH.XPD.CHEX.PC.CD,2002,531.89007568
KOR,SH.XPD.CHEX.PC.CD,2001,500.08016968
KOR,SH.XPD.CHEX.PC.CD,2000,475.02932739
SAU,SH.XPD.CHEX.PC.CD,2021,1441.9987793
SAU,SH.XPD.CHEX.PC.CD,2020,1355.71655273
SAU,SH.XPD.CHEX.PC.CD,2019,1279.6907959
SAU,SH.XPD.CHEX.PC.CD,2018,1291.12866211
SAU,SH.XPD.CHEX.PC.CD,2017,1261.1652832
SAU,SH.XPD.CHEX.PC.CD,2016,1243.94177246
SAU,SH.XPD.CHEX.PC.CD,2015,1198.33630371
SAU,SH.XPD.CHEX.PC.CD,2014,1230.84533691
SAU,SH.XPD.CHEX.PC.CD,2013,1059.09423828
SAU,SH.XPD.CHEX.PC.CD,2012,959.83081055
SAU,SH.XPD.CHEX.PC.CD,2011,826.34002686
SAU,SH.XPD.CHEX.PC.CD,2010,655.11743164
SAU,SH.XPD.CHEX.PC.CD,2009,646.33703613
SAU,SH.XPD.CHEX.PC.CD,2008,562.85314941
SAU,SH.XPD.CHEX.PC.CD,2007,560.90765381
SAU,SH.XPD.CHEX.PC.CD,2006,536.68743896
SAU,SH.XPD.CHEX.PC.CD,2005,459.89138794
SAU,SH.XPD.CHEX.PC.CD,2004,391.91143799
SAU,SH.XPD.CHEX.PC.CD,2003,370.92379761
SAU,SH.XPD.CHEX.PC.CD,2002,356.13839722
SAU,SH.XPD.CHEX.PC.CD,2001,371.98947144
SAU,SH.XPD.CHEX.PC.CD,2000,370.42074585
THA,SH.XPD.CHEX.PC.CD,2021,364.36968994
THA,SH.XPD.CHEX.PC.CD,2020,305.08792114
THA,SH.XPD.CHEX.PC.CD,2019,289.17828369
THA,SH.XPD.CHEX.PC.CD,2018,275.67111206
THA,SH.XPD.CHEX.PC.CD,2017,247.99453735
THA,SH.XPD.CHEX.PC.CD,2016,230.60774231
THA,SH.XPD.CHEX.PC.CD,2015,219.91911316
THA,SH.XPD.CHEX.PC.CD,2014,214.52433777
THA,SH.XPD.CHEX.PC.CD,2013,208.60844421
THA,SH.XPD.CHEX.PC.CD,2012,202.52087402
THA,SH.XPD.CHEX.PC.CD,2011,192.56607056
THA,SH.XPD.CHEX.PC.CD,2010,169.38200378
THA,SH.XPD.CHEX.PC.CD,2009,150.35655212
THA,SH.XPD.CHEX.PC.CD,2008,149.71322632
THA,SH.XPD.CHEX.PC.CD,2007,125.62582397
THA,SH.XPD.CHEX.PC.CD,2006,103.64756012
THA,SH.XPD.CHEX.PC.CD,2005,90.88136292
THA,SH.XPD.CHEX.PC.CD,2004,83.09568024
THA,SH.XPD.CHEX.PC.CD,2003,76.2408905
THA,SH.XPD.CHEX.PC.CD,2002,69.73505402
THA,SH.XPD.CHEX.PC.CD,2001,57.19501495
THA,SH.XPD.CHEX.PC.CD,2000,62.15243912
UKR,SH.XPD.CHEX.PC.CD,2021,368.0
UKR,SH.XPD.CHEX.PC.CD,2020,270.0
UKR,SH.XPD.CHEX.PC.CD,2019,247.0
UKR,SH.XPD.CHEX.PC.CD,2018,221.0
UKR,SH.XPD.CHEX.PC.CD,2017,187.0
UKR,SH.XPD.CHEX.PC.CD,2016,157.0
UKR,SH.XPD.CHEX.PC.CD,2015,158.0
UKR,SH.XPD.CHEX.PC.CD,2014,213.0
UKR,SH.XPD.CHEX.PC.CD,2013,281.0
UKR,SH.XPD.CHEX.PC.CD,2012,276.0
UKR,SH.XPD.CHEX.PC.CD,2011,244.0
UKR,SH.XPD.CHEX.PC.CD,2010,203.0
UKR,SH.XPD.CHEX.PC.CD,2009,169.0
UKR,SH.XPD.CHEX.PC.CD,2008,216.0
UKR,SH.XPD.CHEX.PC.CD,2007,186.0
UKR,SH.XPD.CHEX.PC.CD,2006,148.0
UKR,SH.XPD.CHEX.PC.CD,2005,116.0
UKR,SH.XPD.CHEX.PC.CD,2004,85.0
UKR,SH.XPD.CHEX.PC.CD,2003,69.0
UKR,SH.XPD.CHEX.PC.CD,2002,53.0
UKR,SH.XPD.CHEX.PC.CD,2001,45.0
UKR,SH.XPD.CHEX.PC.CD,2000,35.0
PAK,SH.XPD.CHEX.PC.CD,2021,43.09069443
PAK,SH.XPD.CHEX.PC.CD,2020,38.17708206
PAK,SH.XPD.CHEX.PC.CD,2019,37.22461319
PAK,SH.XPD.CHEX.PC.CD,2018,41.40914154
PAK,SH.XPD.CHEX.PC.CD,2017,43.41279984
PAK,SH.XPD.CHEX.PC.CD,2016,37.59899521
PAK,SH.XPD.CHEX.PC.CD,2015,35.0121994
PAK,SH.XPD.CHEX.PC.CD,2014,33.04523849
PAK,SH.XPD.CHEX.PC.CD,2013,28.99807739
PAK,SH.XPD.CHEX.PC.CD,2012,26.2887764
PAK,SH.XPD.CHEX.PC.CD,2011,25.67299652
PAK,SH.XPD.CHEX.PC.CD,2010,24.20984077
PAK,SH.XPD.CHEX.PC.CD,2009,23.66425133
PAK,SH.XPD.CHEX.PC.CD,2008,24.8097496
PAK,SH.XPD.CHEX.PC.CD,2007,26.51110458
PAK,SH.XPD.CHEX.PC.CD,2006,24.65777779
PAK,SH.XPD.CHEX.PC.CD,2005,19.3823719
PAK,SH.XPD.CHEX.PC.CD,2004,15.29145527
PAK,SH.XPD.CHEX.PC.CD,2003,14.1153574
PAK,SH.XPD.CHEX.PC.CD,2002,14.74764633
PAK,SH.XPD.CHEX.PC.CD,2001,13.20521545
PAK,SH.XPD.CHEX.PC.CD,2000,15.1975832
IRN,SH.XPD.CHEX.PC.CD,2021,392.54144287
IRN,SH.XPD.CHEX.PC.CD,2020,338.24972534
IRN,SH.XPD.CHEX.PC.CD,2019,378.47418213
IRN,SH.XPD.CHEX.PC.CD,2018,478.39190674
IRN,SH.XPD.CHEX.PC.CD,2017,466.99432373
IRN,SH.XPD.CHEX.PC.CD,2016,447.13925171
IRN,SH.XPD.CHEX.PC.CD,2015,384.25985718
IRN,SH.XPD.CHEX.PC.CD,2014,375.28466797
IRN,SH.XPD.CHEX.PC.CD,2013,408.33044434
IRN,SH.XPD.CHEX.PC.CD,2012,513.45483398
IRN,SH.XPD.CHEX.PC.CD,2011,518.84020996
IRN,SH.XPD.CHEX.PC.CD,2010,436.1362915
IRN,SH.XPD.CHEX.PC.CD,2009,364.43450928
IRN,SH.XPD.CHEX.PC.CD,2008,297.50875854
IRN,SH.XPD.CHEX.PC.CD,2007,245.00897217
IRN,SH.XPD.CHEX.PC.CD,2006,197.78089905
IRN,SH.XPD.CHEX.PC.CD,2005,173.79692078
IRN,SH.XPD.CHEX.PC.CD,2004,142.1769104
IRN,SH.XPD.CHEX.PC.CD,2003,116.90391541
IRN,SH.XPD.CHEX.PC.CD,2002,105.70446014
IRN,SH.XPD.CHEX.PC.CD,2001,94.31704712
IRN,SH.XPD.CHEX.PC.CD,2000,80.95653534
PHL,SH.XPD.CHEX.PC.CD,2022,178.0
PHL,SH.XPD.CHEX.PC.CD,2021,203.0
PHL,SH.XPD.CHEX.PC.CD,2020,166.0
PHL,SH.XPD.CHEX.PC.CD,2019,142.0
PHL,SH.XPD.CHEX.PC.CD,2018,126.0
PHL,SH.XPD.CHEX.PC.CD,2017,122.0
PHL,SH.XPD.CHEX.PC.CD,2016,120.0
PHL,SH.XPD.CHEX.PC.CD,2015,116.0
PHL,SH.XPD.CHEX.PC.CD,2014,109.0
PHL,SH.XPD.CHEX.PC.CD,2013,122.0
PHL,SH.XPD.CHEX.PC.CD,2012,112.0
PHL,SH.XPD.CHEX.PC.CD,2011,98.0
PHL,SH.XPD.CHEX.PC.CD,2010,91.0
PHL,SH.XPD.CHEX.PC.CD,2009,79.0
PHL,SH.XPD.CHEX.PC.CD,2008,77.0
PHL,SH.XPD.CHEX.PC.CD,2007,65.0
PHL,SH.XPD.CHEX.PC.CD,2006,55.0
PHL,SH.XPD.CHEX.PC.CD,2005,47.0
PHL,SH.XPD.CHEX.PC.CD,2004,34.0
PHL,SH.XPD.CHEX.PC.CD,2003,32.0
PHL,SH.XPD.CHEX.PC.CD,2002,27.0
PHL,SH.XPD.CHEX.PC.CD,2001,28.0
PHL,SH.XPD.CHEX.PC.CD,2000,33.0
VNM,SH.XPD.CHEX.PC.CD,2021,172.55297852
VNM,SH.XPD.CHEX.PC.CD,2020,154.23510742
VNM,SH.XPD.CHEX.PC.CD,2019,173.64949036
VNM,SH.XPD.CHEX.PC.CD,2018,164.23649597
VNM,SH.XPD.CHEX.PC.CD,2017,149.30879211
VNM,SH.XPD.CHEX.PC.CD,2016,134.44548035
VNM,SH.XPD.CHEX.PC.CD,2015,122.27213287
VNM,SH.XPD.CHEX.PC.CD,2014,120.02687836
VNM,SH.XPD.CHEX.PC.CD,2013,104.46191406
VNM,SH.XPD.CHEX.PC.CD,2012,109.55066681
VNM,SH.XPD.CHEX.PC.CD,2011,97.18331909
VNM,SH.XPD.CHEX.PC.CD,2010,85.4039917
VNM,SH.XPD.CHEX.PC.CD,2009,69.80870819
VNM,SH.XPD.CHEX.PC.CD,2008,64.11656189
VNM,SH.XPD.CHEX.PC.CD,2007,53.68240356
VNM,SH.XPD.CHEX.PC.CD,2006,45.87312698
VNM,SH.XPD.CHEX.PC.CD,2005,38.00711441
VNM,SH.XPD.CHEX.PC.CD,2004,31.21098709
VNM,SH.XPD.CHEX.PC.CD,2003,24.29984856
VNM,SH.XPD.CHEX.PC.CD,2002,21.37000656
VNM,SH.XPD.CHEX.PC.CD,2001,24.96311378
VNM,SH.XPD.CHEX.PC.CD,2000,20.57923889
NGA,SH.XPD.CHEX.PC.CD,2021,83.84061432
NGA,SH.XPD.CHEX.PC.CD,2020,69.76184845
NGA,SH.XPD.CHEX.PC.CD,2019,69.68148041
NGA,SH.XPD.CHEX.PC.CD,2018,65.70272064
NGA,SH.XPD.CHEX.PC.CD,2017,72.77430725
NGA,SH.XPD.CHEX.PC.CD,2016,78.23602295
NGA,SH.XPD.CHEX.PC.CD,2015,96.28328705
NGA,SH.XPD.CHEX.PC.CD,2014,106.11964417
NGA,SH.XPD.CHEX.PC.CD,2013,100.81700897
NGA,SH.XPD.CHEX.PC.CD,2012,91.06047821
NGA,SH.XPD.CHEX.PC.CD,2011,83.10647583
NGA,SH.XPD.CHEX.PC.CD,2010,75.58924866
NGA,SH.XPD.CHEX.PC.CD,2009,68.00685883
NGA,SH.XPD.CHEX.PC.CD,2008,80.09986115
NGA,SH.XPD.CHEX.PC.CD,2007,69.15039063
NGA,SH.XPD.CHEX.PC.CD,2006,65.7237854
NGA,SH.XPD.CHEX.PC.CD,2005,53.92662048
NGA,SH.XPD.CHEX.PC.CD,2004,44.16435242
NGA,SH.XPD.CHEX.PC.CD,2003,39.0772438
NGA,SH.XPD.CHEX.PC.CD,2002,18.06385422
NGA,SH.XPD.CHEX.PC.CD,2001,18.48871803
NGA,SH.XPD.CHEX.PC.CD,2000,17.65198708
POL,SH.XPD.CHEX.PC.CD,2022,1225.0
POL,SH.XPD.CHEX.PC.CD,2021,1159.0
POL,SH.XPD.CHEX.PC.CD,2020,1026.0
POL,SH.XPD.CHEX.PC.CD,2019,1014.0
POL,SH.XPD.CHEX.PC.CD,2018,979.0
POL,SH.XPD.CHEX.PC.CD,2017,910.0
POL,SH.XPD.CHEX.PC.CD,2016,816.0
POL,SH.XPD.CHEX.PC.CD,2015,804.0
POL,SH.XPD.CHEX.PC.CD,2014,911.0
POL,SH.XPD.CHEX.PC.CD,2013,878.0
POL,SH.XPD.CHEX.PC.CD,2012,815.0
POL,SH.XPD.CHEX.PC.CD,2011,866.0
POL,SH.XPD.CHEX.PC.CD,2010,809.0
POL,SH.XPD.CHEX.PC.CD,2009,760.0
POL,SH.XPD.CHEX.PC.CD,2008,893.0
POL,SH.XPD.CHEX.PC.CD,2007,661.0
POL,SH.XPD.CHEX.PC.CD,2006,524.0
POL,SH.XPD.CHEX.PC.CD,2005,466.0
POL,SH.XPD.CHEX.PC.CD,2004,392.0
POL,SH.XPD.CHEX.PC.CD,2003,339.0
POL,SH.XPD.CHEX.PC.CD,2002,316.0
POL,SH.XPD.CHEX.PC.CD,2001,283.0
POL,SH.XPD.CHEX.PC.CD,2000,238.0
NLD,SH.XPD.CHEX.PC.CD,2021,6539.0
NLD,SH.XPD.CHEX.PC.CD,2020,5858.0
NLD,SH.XPD.CHEX.PC.CD,2019,5341.0
NLD,SH.XPD.CHEX.PC.CD,2018,5331.0
NLD,SH.XPD.CHEX.PC.CD,2017,4935.0
NLD,SH.XPD.CHEX.PC.CD,2016,4644.0
NLD,SH.XPD.CHEX.PC.CD,2015,4677.0
NLD,SH.XPD.CHEX.PC.CD,2014,5602.0
NLD,SH.XPD.CHEX.PC.CD,2013,5533.0
NLD,SH.XPD.CHEX.PC.CD,2012,5285.0
NLD,SH.XPD.CHEX.PC.CD,2011,5562.0
NLD,SH.XPD.CHEX.PC.CD,2010,5192.0
NLD,SH.XPD.CHEX.PC.CD,2009,5283.0
NLD,SH.XPD.CHEX.PC.CD,2008,5382.0
NLD,SH.XPD.CHEX.PC.CD,2007,4696.0
NLD,SH.XPD.CHEX.PC.CD,2006,4080.0
NLD,SH.XPD.CHEX.PC.CD,2005,3823.0
NLD,SH.XPD.CHEX.PC.CD,2004,3689.0
NLD,SH.XPD.CHEX.PC.CD,2003,3244.0
NLD,SH.XPD.CHEX.PC.CD,2002,2545.0
NLD,SH.XPD.CHEX.PC.CD,2001,2176.0
NLD,SH.XPD.CHEX.PC.CD,2000,2028.0
SWE,SH.XPD.CHEX.PC.CD,2022,5980.0
SWE,SH.XPD.CHEX.PC.CD,2021,6901.0
SWE,SH.XPD.CHEX.PC.CD,2020,6003.0
SWE,SH.XPD.CHEX.PC.CD,2019,5653.0
SWE,SH.XPD.CHEX.PC.CD,2018,6005.0
SWE,SH.XPD.CHEX.PC.CD,2017,5838.0
SWE,SH.XPD.CHEX.PC.CD,2016,5681.0
SWE,SH.XPD.CHEX.PC.CD,2015,5599.0
SWE,SH.XPD.CHEX.PC.CD,2014,6606.0
SWE,SH.XPD.CHEX.PC.CD,2013,6697.0
SWE,SH.XPD.CHEX.PC.CD,2012,6254.0
SWE,SH.XPD.CHEX.PC.CD,2011,6351.0
SWE,SH.XPD.CHEX.PC.CD,2010,4416.0
SWE,SH.XPD.CHEX.PC.CD,2009,4136.0
SWE,SH.XPD.CHEX.PC.CD,2008,4628.0
SWE,SH.XPD.CHEX.PC.CD,2007,4310.0
SWE,SH.XPD.CHEX.PC.CD,2006,3765.0
SWE,SH.XPD.CHEX.PC.CD,2005,3548.0
SWE,SH.XPD.CHEX.PC.CD,2004,3488.0
SWE,SH.XPD.CHEX.PC.CD,2003,3110.0
SWE,SH.XPD.CHEX.PC.CD,2002,2459.0
SWE,SH.XPD.CHEX.PC.CD,2001,2156.0
SWE,SH.XPD.CHEX.PC.CD,2000,2173.0
BEL,SH.XPD.CHEX.PC.CD,2021,5680.23144531
BEL,SH.XPD.CHEX.PC.CD,2020,5104.02539063
BEL,SH.XPD.CHEX.PC.CD,2019,5049.57714844
BEL,SH.XPD.CHEX.PC.CD,2018,5176.98388672
BEL,SH.XPD.CHEX.PC.CD,2017,4782.64697266
BEL,SH.XPD.CHEX.PC.CD,2016,4542.79492188
BEL,SH.XPD.CHEX.PC.CD,2015,4442.40136719
BEL,SH.XPD.CHEX.PC.CD,2014,5080.125
BEL,SH.XPD.CHEX.PC.CD,2013,4954.92431641
BEL,SH.XPD.CHEX.PC.CD,2012,4704.47265625
BEL,SH.XPD.CHEX.PC.CD,2011,4930.14111328
BEL,SH.XPD.CHEX.PC.CD,2010,4531.03369141
BEL,SH.XPD.CHEX.PC.CD,2009,4638.43896484
BEL,SH.XPD.CHEX.PC.CD,2008,4653.50585938
BEL,SH.XPD.CHEX.PC.CD,2007,4064.87646484
BEL,SH.XPD.CHEX.PC.CD,2006,3545.92822266
BEL,SH.XPD.CHEX.PC.CD,2005,3405.88500977
BEL,SH.XPD.CHEX.PC.CD,2004,3312.74121094
BEL,SH.XPD.CHEX.PC.CD,2003,2814.88061523
BEL,SH.XPD.CHEX.PC.CD,2002,2084.7199707
BEL,SH.XPD.CHEX.PC.CD,2001,1879.93457031
BEL,SH.XPD.CHEX.PC.CD,2000,1849.91601563
CHE,SH.XPD.CHEX.PC.CD,2021,10897.45019531
CHE,SH.XPD.CHEX.PC.CD,2020,10085.45605469
CHE,SH.XPD.CHEX.PC.CD,2019,9341.0625
CHE,SH.XPD.CHEX.PC.CD,2018,9212.43261719
CHE,SH.XPD.CHEX.PC.CD,2017,9119.96972656
CHE,SH.XPD.CHEX.PC.CD,2016,9078.75878906
CHE,SH.XPD.CHEX.PC.CD,2015,9082.45019531
CHE,SH.XPD.CHEX.PC.CD,2014,9307.96875
CHE,SH.XPD.CHEX.PC.CD,2013,9118.18945313
CHE,SH.XPD.CHEX.PC.CD,2012,8753.8203125
CHE,SH.XPD.CHEX.PC.CD,2011,9138.3671875
CHE,SH.XPD.CHEX.PC.CD,2010,7640.44921875
CHE,SH.XPD.CHEX.PC.CD,2009,7297.37988281
CHE,SH.XPD.CHEX.PC.CD,2008,7120.65283203
CHE,SH.XPD.CHEX.PC.CD,2007,6154.703125
CHE,SH.XPD.CHEX.PC.CD,2006,5671.98144531
CHE,SH.XPD.CHEX.PC.CD,2005,5673.93994141
CHE,SH.XPD.CHEX.PC.CD,2004,5608.703125
CHE,SH.XPD.CHEX.PC.CD,2003,5018.52734375
CHE,SH.XPD.CHEX.PC.CD,2002,4211.72949219
CHE,SH.XPD.CHEX.PC.CD,2001,3763.38452148
CHE,SH.XPD.CHEX.PC.CD,2000,3559.81982422
AUT,SH.XPD.CHEX.PC.CD,2021,6505.0
AUT,SH.XPD.CHEX.PC.CD,2020,5567.0
AUT,SH.XPD.CHEX.PC.CD,2019,5263.0
AUT,SH.XPD.CHEX.PC.CD,2018,5337.0
AUT,SH.XPD.CHEX.PC.CD,2017,4939.0
AUT,SH.XPD.CHEX.PC.CD,2016,4710.0
AUT,SH.XPD.CHEX.PC.CD,2015,4613.0
AUT,SH.XPD.CHEX.PC.CD,2014,5394.0
AUT,SH.XPD.CHEX.PC.CD,2013,5235.0
AUT,SH.XPD.CHEX.PC.CD,2012,4966.0
AUT,SH.XPD.CHEX.PC.CD,2011,5168.0
AUT,SH.XPD.CHEX.PC.CD,2010,4801.0
AUT,SH.XPD.CHEX.PC.CD,2009,4929.0
AUT,SH.XPD.CHEX.PC.CD,2008,5058.0
AUT,SH.XPD.CHEX.PC.CD,2007,4479.0
AUT,SH.XPD.CHEX.PC.CD,2006,3883.0
AUT,SH.XPD.CHEX.PC.CD,2005,3710.0
AUT,SH.XPD.CHEX.PC.CD,2004,3595.0
AUT,SH.XPD.CHEX.PC.CD,2003,3091.0
AUT,SH.XPD.CHEX.PC.CD,2002,2498.0
AUT,SH.XPD.CHEX.PC.CD,2001,2283.0
AUT,SH.XPD.CHEX.PC.CD,2000,2269.0
ISR,SH.XPD.CHEX.PC.CD,2021,4339.0
ISR,SH.XPD.CHEX.PC.CD,2020,3637.0
ISR,SH.XPD.CHEX.PC.CD,2019,3354.0
ISR,SH.XPD.CHEX.PC.CD,2018,3220.0
ISR,SH.XPD.CHEX.PC.CD,2017,3094.0
ISR,SH.XPD.CHEX.PC.CD,2016,2801.0
ISR,SH.XPD.CHEX.PC.CD,2015,2661.0
ISR,SH.XPD.CHEX.PC.CD,2014,2816.0
